시도,시군구,동리,단지코드,단지명,단지분류,법정동주소,도로명주소,사용승인일,동수,세대수,총주차대수,지상주차대수,지하주차대수
용인시,처인구,역북동,A10025716,역북신원아침도시아파트,아파트,경기도 용인처인구 역북동 795 역북신원아침도시아파트,경기도 용인시 처인구 낙은로 11,20190201,5,452,490.0,0.0,490.0
용인시,처인구,남곡리,A10025679,양지포레스토리,연립주택,경기도 용인처인구 양지면 남곡리 898 양지포레스토리,경기도 용인시 처인구 은이로 85,20190218,15,174,185.0,185.0,0.0
용인시,처인구,고림동,A10025660,양우내안애에듀퍼스트,아파트,경기도 용인처인구 고림동 1014 양우내안애에듀퍼스트,경기도 용인시 처인구 경안천로 196-1,20190304,18,1098,1217.0,8.0,1209.0
용인시,기흥구,영덕동,A10025178,힉스유타워 아파트,아파트,경기도 용인기흥구 영덕동 1315 힉스유타워 아파트,경기도 용인시 기흥구 중부대로 184,20191101,1,230,265.0,0.0,265.0
용인시,수지구,성복동,A10025592,성복역 KCC스위첸,아파트,경기도 용인수지구 성복동 167 성복역 KCC스위첸,경기도 용인시 수지구 성복1로 62,20190322,2,188,212.0,18.0,194.0
용인시,기흥구,신갈동,A10025541,신흥덕 롯데캐슬레이시티,아파트,경기도 용인기흥구 신갈동 736 신흥덕 롯데캐슬레이시티,경기도 용인시 기흥구 신정로 25,20190429,11,1597,1804.0,0.0,1804.0
용인시,수지구,성복동,A10025412,성복역 롯데캐슬 골드타운,아파트,경기도 용인수지구 성복동 789 성복역 롯데캐슬 골드타운,경기도 용인시 수지구 성복2로 10,20190628,13,2356,2817.0,0.0,2817.0
용인시,수지구,풍덕천동,A10025555,수지파크푸르지오,아파트,경기도 용인수지구 풍덕천동 59-2 수지파크푸르지오,경기도 용인시 수지구 풍덕천로171번길 9,20190328,5,430,548.0,0.0,548.0
용인시,기흥구,영덕동,A10025587,용인기흥 효성해링턴플레이스아파트,아파트,경기도 용인기흥구 영덕동 1267 용인기흥 효성해링턴플레이스아파트,경기도 용인시 기흥구 덕영대로2077번길 33,20190329,23,1679,1972.0,32.0,1940.0
용인시,기흥구,보라동,A10025465,용인보라해링턴플레이스아파트,아파트,경기도 용인기흥구 보라동 660 용인보라해링턴플레이스아파트,경기도 용인시 기흥구 사은로84번길 10,20190529,11,970,1119.0,199.0,920.0
용인시,수지구,동천동,A10025481,동천센트럴자이아파트,아파트,경기도 용인수지구 동천동 164-4 동천센트럴자이아파트,경기도 용인시 수지구 고기로45번길 40-18,20190530,8,1057,1383.0,0.0,1383.0
용인시,처인구,김량장동,A10025935,스위트홈아파트,도시형 생활주택(주상복합),경기도 용인처인구 김량장동 329-2 스위트홈아파트,경기도 용인시 처인구 금령로12번길 12,20161226,2,168,134.0,20.0,114.0
용인시,처인구,둔전리,A44977906,인정멜로디,아파트,경기도 용인처인구 포곡읍 둔전리 319 인정멜로디,경기도 용인시 처인구 포곡로61번길 17,19980714,5,831,824.0,305.0,519.0
용인시,처인구,둔전리,A44981205,신원1차,아파트,경기도 용인처인구 포곡읍 둔전리 385 신원1차,경기도 용인시 처인구 포곡로 90,19980714,5,474,485.0,194.0,291.0
용인시,처인구,둔전리,A44981201,신원2차,아파트,경기도 용인처인구 포곡읍 둔전리 147 신원2차,경기도 용인시 처인구 포곡로 98-1,19991220,2,296,296.0,246.0,50.0
용인시,처인구,왕산리,A44985401,풍산햇빛마을,아파트,경기도 용인처인구 모현읍 왕산리 464-2 풍산햇빛마을,경기도 용인시 처인구 백옥대로2332번길 21-8,20000324,4,330,330.0,98.0,232.0
용인시,처인구,삼가동,A44980405,용인행정타운두산위브2단지,아파트,경기도 용인처인구 삼가동 563 용인행정타운두산위브2단지,경기도 용인시 처인구 지삼로590번길 9,20131129,9,624,844.0,36.0,808.0
용인시,처인구,둔전리,A44981101,삼성쉐르빌아파트,아파트,경기도 용인처인구 포곡읍 둔전리 449 삼성쉐르빌아파트,경기도 용인시 처인구 포곡로 159,20120911,8,469,671.0,74.0,597.0
용인시,처인구,삼가동,A44980406,용인행정타운두산위브1단지,아파트,경기도 용인처인구 삼가동 562 용인행정타운두산위브1단지,경기도 용인시 처인구 지삼로590번길 24,20131129,3,199,334.0,8.0,326.0
용인시,처인구,삼가동,A44980407,용인행정타운두산위브3단지,아파트,경기도 용인처인구 삼가동 564 용인행정타운두산위브3단지,경기도 용인시 처인구 지삼로590번길 29,20131129,7,470,709.0,34.0,675.0
용인시,처인구,김량장동,A44902002,삼환,아파트,경기도 용인처인구 김량장동 502-2 삼환,경기도 용인시 처인구 중부대로1388번길 6-4,19991130,2,180,180.0,113.0,67.0
용인시,처인구,김량장동,A44970501,용인김량장주공2단지,아파트,경기도 용인처인구 김량장동 502-1 용인김량장주공2단지,경기도 용인시 처인구 중부대로1388번길 6-14,19981110,6,495,505.0,192.0,313.0
용인시,처인구,김량장동,A44992701,신우,아파트,경기도 용인처인구 김량장동 503-3 신우,경기도 용인시 처인구 중부대로1388번길 12,19991029,3,176,258.0,132.0,126.0
용인시,처인구,삼가동,A44980404,행정타운늘푸른오스카빌,아파트,경기도 용인처인구 삼가동 550 행정타운늘푸른오스카빌,경기도 용인시 처인구 중부대로1158번길 12,20041210,9,675,817.0,228.0,589.0
용인시,처인구,천리,A44983602,샘골마을신미주2단지,아파트,경기도 용인처인구 이동읍 천리 1124 샘골마을신미주2단지,경기도 용인시 처인구 백옥대로587번길 7,20050205,3,234,241.0,93.0,148.0
용인시,처인구,왕산리,A44985101,모현KCC스위첸,아파트,경기도 용인처인구 모현읍 왕산리 948 모현KCC스위첸,경기도 용인시 처인구 외대로54번길 12,20120131,6,308,387.0,8.0,379.0
용인시,처인구,천리,A44983604,샘골마을신미주1단지,아파트,경기도 용인처인구 이동읍 천리 1119 샘골마을신미주1단지,경기도 용인시 처인구 백옥대로621번길 11,20050205,12,800,804.0,224.0,580.0
용인시,처인구,송전리,A44983101,송전마을세광리치타워,아파트,경기도 용인처인구 이동읍 송전리 1227 송전마을세광리치타워,경기도 용인시 처인구 경기동로705번길 28,20100430,13,782,997.0,112.0,885.0
용인시,처인구,삼가동,A44971901,용인삼가풍림,아파트,경기도 용인처인구 삼가동 117 용인삼가풍림,경기도 용인시 처인구 금학로1번길 9,19981219,5,377,399.0,95.0,304.0
용인시,처인구,고림동,A44978101,이삭베스트,아파트,경기도 용인처인구 고림동 411-1 이삭베스트,경기도 용인시 처인구 경안천로256번길 47-14,19981224,4,300,317.0,142.0,175.0
용인시,처인구,고림동,A44978806,임원마을영화1차,아파트,경기도 용인처인구 고림동 996 임원마을영화1차,경기도 용인시 처인구 경안천로256번길 47-16,20020626,6,513,648.0,380.0,268.0
용인시,처인구,완장리,A10026198,e편한세상 용인한숲시티 5단지,아파트,경기도 용인처인구 남사읍 완장리 681 e편한세상 용인한숲시티 5단지,경기도 용인시 처인구 한숲로 83,20180627,21,2336,2732.0,400.0,2332.0
용인시,처인구,완장리,A10026178,e편한세상 용인한숲시티6단지,아파트,경기도 용인처인구 남사읍 완장리 954 e편한세상 용인한숲시티6단지,경기도 용인시 처인구 한숲로 84,20180627,15,1784,2101.0,298.0,1803.0
용인시,처인구,완장리,A10026208,이편한세상 용인한숲시티 3단지,아파트,경기도 용인처인구 남사읍 완장리 652-1 이편한세상 용인한숲시티 3단지,경기도 용인시 처인구 한숲로 123,20180627,13,1449,1682.0,271.0,1411.0
용인시,처인구,완장리,A10026189,e편한세상용인한숲시티4단지,아파트,경기도 용인처인구 남사읍 완장리 652-1 e편한세상용인한숲시티4단지,경기도 용인시 처인구 한숲로 124,20180627,6,710,834.0,133.0,701.0
용인시,처인구,완장리,A10026202,e편한세상 용인한숲시티 2단지,아파트,경기도 용인처인구 남사읍 완장리 652-1 e편한세상 용인한숲시티 2단지,경기도 용인시 처인구 한숲로 137,20180627,6,446,524.0,37.0,487.0
용인시,처인구,고림동,A44974208,인정피렌체빌리지1차,아파트,경기도 용인처인구 고림동 264-8 인정피렌체빌리지1차,경기도 용인시 처인구 한터로152번길 45,20000125,10,639,649.0,214.0,435.0
용인시,처인구,고림동,A44974307,예진마을3차,아파트,경기도 용인처인구 고림동 997 예진마을3차,경기도 용인시 처인구 한터로152번길 62,20030701,10,516,638.0,214.0,424.0
용인시,처인구,고림동,A44980703,예원마을코아루,아파트,경기도 용인처인구 고림동 1002 예원마을코아루,경기도 용인시 처인구 한터로275번길 40,20041208,7,408,493.0,162.0,331.0
용인시,처인구,유방동,A44993401,용인성웅,아파트,경기도 용인처인구 유방동 181 용인성웅,경기도 용인시 처인구 영문로29번길 17,19980515,3,271,252.0,172.0,80.0
용인시,처인구,일산리,A44985502,효천마을신안인스빌,아파트,경기도 용인처인구 모현읍 일산리 669 효천마을신안인스빌,경기도 용인시 처인구 문현로 326,20041217,12,862,1042.0,472.0,570.0
용인시,처인구,마평동,A44978703,마평우성,아파트,경기도 용인처인구 마평동 650-1 마평우성,경기도 용인시 처인구 금령로173번길 5,19960523,3,358,324.0,149.0,175.0
용인시,처인구,마평동,A44978701,용인마평두보,아파트,경기도 용인처인구 마평동 923 용인마평두보,경기도 용인시 처인구 금령로173번길 14,19991029,2,248,254.0,134.0,120.0
용인시,처인구,역북동,A10026630,우미 린 센트럴파크 관리사무소,아파트,경기도 용인처인구 역북동 736 우미 린 센트럴파크 관리사무소,경기도 용인시 처인구 명지로16번길 25,20171124,10,1260,1462.0,0.0,1462.0
용인시,처인구,역북동,A10026217,용인 명지대역 동원로얄듀크아파트,아파트,경기도 용인처인구 역북동 734 용인 명지대역 동원로얄듀크아파트,경기도 용인시 처인구 명지로16번길 26,20180622,10,842,959.0,24.0,935.0
용인시,처인구,천리,A44983301,동아,아파트,경기도 용인처인구 이동읍 천리 118-1 동아,경기도 용인시 처인구 이원로 22,19931230,1,202,132.0,67.0,65.0
용인시,처인구,삼계리,A44981402,용인수목원우림필유아파트,아파트,경기도 용인처인구 포곡읍 삼계리 672 용인수목원우림필유아파트,경기도 용인시 처인구 백옥대로1898번길 34,20070227,5,346,387.0,67.0,320.0
용인시,처인구,김량장동,A10026022,웰메이드시티337,도시형 생활주택(주상복합),경기도 용인처인구 김량장동 84-3 웰메이드시티337,경기도 용인시 처인구 금령로106번길 14-8,20180814,1,299,81.0,0.0,81.0
용인시,처인구,김량장동,A44970502,금호어울림아파트,아파트,경기도 용인처인구 김량장동 526 금호어울림아파트,경기도 용인시 처인구 금령로13번길 13,20091124,7,484,554.0,0.0,554.0
용인시,처인구,김량장동,A44970904,김량장동현대아파트,아파트,경기도 용인처인구 김량장동 4-2 김량장동현대아파트,경기도 용인시 처인구 백옥대로1068번길 12,19951214,7,755,490.0,204.0,286.0
용인시,처인구,고림동,A44901004,예진마을2차,아파트,경기도 용인처인구 고림동 995 예진마을2차,경기도 용인시 처인구 한터로152번길 15,20010420,8,416,515.0,205.0,310.0
용인시,처인구,역북동,A10026640,역북지웰 푸르지오,아파트,경기도 용인처인구 역북동 809 역북지웰 푸르지오,경기도 용인시 처인구 명지로40번길 35-16,20171124,11,1259,1463.0,8.0,1455.0
용인시,처인구,역북동,A10026765,용인역북골드클래스아파트,아파트,경기도 용인처인구 역북동 808 용인역북골드클래스아파트,경기도 용인시 처인구 명지로40번길 35-29,20170929,6,623,753.0,0.0,753.0
용인시,기흥구,동백동,A10024231,용인동백두산위브더제니스,아파트,경기도 용인기흥구 동백동 694 용인동백두산위브더제니스,경기도 용인시 기흥구 동백죽전대로 507,20210630,10,1187,1434.0,0.0,1434.0
용인시,기흥구,신갈동,A10025253,이안 두드림기흥역,주상복합,경기도 용인기흥구 신갈동 68-6 이안 두드림기흥역,경기도 용인시 기흥구 중부대로 376,20190910,1,297,235.0,0.0,235.0
용인시,수지구,상현동,A10025299,더샵수지포레,아파트,경기도 용인수지구 상현동 54-7 더샵수지포레,경기도 용인시 수지구 만현로67번길 20,20190828,6,479,597.0,5.0,592.0
용인시,기흥구,구갈동,A44673512,구갈한성1차,아파트,경기도 용인기흥구 구갈동 380 구갈한성1차,경기도 용인시 기흥구 기흥로 29,19921118,12,570,450.0,450.0,0.0
용인시,수지구,풍덕천동,A10026839,e편한세상 수지아파트,아파트,경기도 용인수지구 풍덕천동 1209 e편한세상 수지아파트,경기도 용인시 수지구 포은대로313번길 7-10,20170825,10,1237,1388.0,96.0,1292.0
용인시,기흥구,구갈동,A10026215,기흥역센트럴푸르지오,아파트,경기도 용인기흥구 구갈동 662 기흥역센트럴푸르지오,경기도 용인시 기흥구 기흥역로58번길 10,20180622,6,1316,1676.0,0.0,1676.0
용인시,기흥구,구갈동,A10026005,기흥역파크푸르지오아파트,아파트,경기도 용인기흥구 구갈동 663 기흥역파크푸르지오아파트,경기도 용인시 기흥구 기흥역로58번길 56,20180711,5,769,926.0,135.0,791.0
용인시,기흥구,구갈동,A10025933,기흥역 더샵 아파트,아파트,경기도 용인기흥구 구갈동 234-5 기흥역 더샵 아파트,경기도 용인시 기흥구 기흥역로58번길 78,20181109,6,1219,1587.0,0.0,1587.0
용인시,수지구,풍덕천동,A44898902,신정마을극동임광,아파트,경기도 용인수지구 풍덕천동 1018 신정마을극동임광,경기도 용인시 수지구 정평로 73,20000526,6,424,721.0,580.0,141.0
용인시,수지구,풍덕천동,A44875603,신정마을현대프라임,아파트,경기도 용인수지구 풍덕천동 1014 신정마을현대프라임,경기도 용인시 수지구 정평로 89,20000229,8,462,801.0,299.0,502.0
용인시,수지구,풍덕천동,A44876702,수지한국,아파트,경기도 용인수지구 풍덕천동 699 수지한국,경기도 용인시 수지구 정평로 116,19950619,5,416,316.0,216.0,100.0
용인시,수지구,죽전동,A44875411,현암마을동성2차,아파트,경기도 용인수지구 죽전동 1003-8 현암마을동성2차,경기도 용인시 수지구 용구대로 2720,19990513,12,838,883.0,360.0,523.0
용인시,수지구,죽전동,A44816015,죽전동성1차,아파트,경기도 용인수지구 죽전동 501 죽전동성1차,경기도 용인시 수지구 용구대로 2742,19970619,9,684,683.0,343.0,340.0
용인시,기흥구,마북동,A44655712,삼성래미안1차,아파트,경기도 용인기흥구 마북동 629 삼성래미안1차,경기도 용인시 기흥구 용구대로2394번길 27,20021231,17,1282,2135.0,310.0,1825.0
용인시,수지구,상현동,A44851802,상현현대성우2차,아파트,경기도 용인수지구 상현동 825 상현현대성우2차,경기도 용인시 수지구 상현로11번길 26,20011226,4,198,386.0,17.0,369.0
용인시,수지구,상현동,A44851501,금호베스트빌3단지,아파트,경기도 용인수지구 상현동 837 금호베스트빌3단지,경기도 용인시 수지구 상현로42번길 40,20020227,3,159,276.0,15.0,261.0
용인시,수지구,상현동,A44851509,상현마을동일스위트,아파트,경기도 용인수지구 상현동 838 상현마을동일스위트,경기도 용인시 수지구 상현로42번길 46,20011231,5,312,475.0,70.0,405.0
용인시,기흥구,보정동,A44691304,죽전자이2차,주상복합,경기도 용인기흥구 보정동 1291 죽전자이2차,경기도 용인시 기흥구 용구대로2469번길 20,20051230,1,275,435.0,55.0,380.0
용인시,수지구,상현동,A44813002,서원마을현대홈타운,아파트,경기도 용인수지구 상현동 85-6 서원마을현대홈타운,경기도 용인시 수지구 포은대로 231,20010217,6,462,556.0,235.0,321.0
용인시,수지구,상현동,A44874606,성복역리버파크,아파트,경기도 용인수지구 상현동 1 성복역리버파크,경기도 용인시 수지구 포은대로 298,19980509,4,702,532.0,353.0,179.0
용인시,수지구,죽전동,A44816001,죽전7차현대홈타운2단지,아파트,경기도 용인수지구 죽전동 1152 죽전7차현대홈타운2단지,경기도 용인시 수지구 탄천상로 6,20040916,6,194,198.0,49.0,149.0
용인시,수지구,죽전동,A44876902,현인마을대림이편한세상2차,아파트,경기도 용인수지구 죽전동 1153 현인마을대림이편한세상2차,경기도 용인시 수지구 탄천상로 29,20060221,5,206,227.0,75.0,152.0
용인시,수지구,죽전동,A44876904,현인마을대림이편한세상3차,아파트,경기도 용인수지구 죽전동 1154 현인마을대림이편한세상3차,경기도 용인시 수지구 탄천상로 30,20060221,5,239,263.0,100.0,163.0
용인시,수지구,동천동,A44851003,원천마을푸르지오,아파트,경기도 용인수지구 동천동 910 원천마을푸르지오,경기도 용인시 수지구 고기로 3,20030429,3,190,191.0,59.0,132.0
용인시,수지구,동천동,A44812007,행림마을진로,아파트,경기도 용인수지구 동천동 177-12 행림마을진로,경기도 용인시 수지구 고기로 11,20000411,3,269,272.0,51.0,221.0
용인시,수지구,동천동,A10026065,동천자이아파트,아파트,경기도 용인수지구 동천동  동천자이아파트,경기도 용인시 수지구 고기로 89,20180830,10,1437,1847.0,0.0,1847.0
용인시,수지구,상현동,A44851611,진산마을성원상떼빌아파트,아파트,경기도 용인수지구 상현동 30 진산마을성원상떼빌아파트,경기도 용인시 수지구 진산로 24,19971220,19,1744,1741.0,960.0,781.0
용인시,수지구,신봉동,A10026986,광교산한양수자인더킨포크,연립주택,경기도 용인수지구 신봉동 1024 광교산한양수자인더킨포크,경기도 용인시 수지구 태봉로 17,20170526,30,294,345.0,52.0,293.0
용인시,수지구,풍덕천동,A44899106,수지진흥아파트,아파트,경기도 용인수지구 풍덕천동 1027 수지진흥아파트,경기도 용인시 수지구 풍덕천로 19,19991213,6,414,448.0,228.0,220.0
용인시,수지구,풍덕천동,A44899101,신정마을6단지상록,아파트,경기도 용인수지구 풍덕천동 1028 신정마을6단지상록,경기도 용인시 수지구 풍덕천로 33,20000131,5,393,404.0,222.0,182.0
용인시,수지구,풍덕천동,A44899209,현대성우,아파트,경기도 용인수지구 풍덕천동 1112 현대성우,경기도 용인시 수지구 풍덕천로 52,19991119,13,1239,1296.0,425.0,871.0
용인시,수지구,풍덕천동,A44899006,신정마을7단지 상록아파트,아파트,경기도 용인수지구 풍덕천동 1060 신정마을7단지 상록아파트,경기도 용인시 수지구 풍덕천로 75,20000131,7,670,632.0,409.0,223.0
용인시,수지구,풍덕천동,A44899307,신정마을9단지,아파트,경기도 용인수지구 풍덕천동 1104 신정마을9단지,경기도 용인시 수지구 풍덕천로 76,20000504,9,812,814.0,278.0,536.0
용인시,기흥구,중동,A44675112,초당마을삼부르네상스아파트,아파트,경기도 용인기흥구 중동 1046 초당마을삼부르네상스아파트,경기도 용인시 기흥구 동백1로 9,20060329,4,289,320.0,88.0,232.0
용인시,기흥구,중동,A44675304,초당마을 삼부르네상스,아파트,경기도 용인기흥구 중동 1046 초당마을 삼부르네상스,경기도 용인시 기흥구 동백1로 12,20060329,4,279,308.0,87.0,221.0
용인시,수지구,풍덕천동,A44898708,신정마을주공1단지아파트,아파트,경기도 용인수지구 풍덕천동 1065 신정마을주공1단지아파트,경기도 용인시 수지구 풍덕천로 91,20000331,12,1044,1045.0,372.0,673.0
용인시,기흥구,신갈동,A44696202,신갈신미주,아파트,경기도 용인기흥구 신갈동 14-4 신갈신미주,경기도 용인시 기흥구 신갈로138번길 12,19950224,2,247,149.0,77.0,72.0
용인시,수지구,풍덕천동,A44899105,수지에듀파크,아파트,경기도 용인수지구 풍덕천동 504-10 수지에듀파크,경기도 용인시 수지구 정평로13번길 20,19990326,1,279,283.0,208.0,75.0
용인시,기흥구,보정동,A44697610,동원로얄듀크,아파트,경기도 용인기흥구 보정동 1271 동원로얄듀크,경기도 용인시 기흥구 죽현로 12,20060427,13,706,927.0,207.0,720.0
용인시,기흥구,중동,A44691609,어은목마을 벽산블루밍,아파트,경기도 용인기흥구 중동 1051 어은목마을 벽산블루밍,경기도 용인시 기흥구 동백2로 11,20060329,9,533,773.0,36.0,737.0
용인시,기흥구,중동,A44691608,동백역 경남아너스빌,아파트,경기도 용인기흥구 중동 1050 동백역 경남아너스빌,경기도 용인시 기흥구 동백2로 12,20060329,9,592,650.0,80.0,570.0
용인시,기흥구,중동,A44671707,대원칸타빌,아파트,경기도 용인기흥구 중동 958 대원칸타빌,경기도 용인시 기흥구 동백2로 37,20060419,6,432,835.0,196.0,639.0
용인시,기흥구,보라동,A44690404,한보라 에듀포레,아파트,경기도 용인기흥구 보라동 617 한보라 에듀포레,경기도 용인시 기흥구 한보라1로43번길 22,20061201,7,446,497.0,221.0,276.0
용인시,기흥구,보라동,A44690405,한보라마을휴먼시아4단지,아파트,경기도 용인기흥구 보라동 606 한보라마을휴먼시아4단지,경기도 용인시 기흥구 한보라1로43번길 23,20061018,8,581,530.0,161.0,369.0
용인시,기흥구,보라동,A44673703,삼성래미안,아파트,경기도 용인기흥구 보라동 450 삼성래미안,경기도 용인시 기흥구 한보라1로64번길 22,19980529,6,370,373.0,179.0,194.0
용인시,기흥구,신갈동,A44659803,인성마을현대,아파트,경기도 용인기흥구 신갈동 151-1 인성마을현대,경기도 용인시 기흥구 용구대로 2242,19970604,2,293,215.0,166.0,49.0
용인시,기흥구,마북동,A44693706,연원마을현대,아파트,경기도 용인기흥구 마북동 550-4 연원마을현대,경기도 용인시 기흥구 연원로 60,20000531,8,424,765.0,217.0,548.0
용인시,기흥구,보정동,A44693909,연원마을성원아파트,아파트,경기도 용인기흥구 보정동 694 연원마을성원아파트,경기도 용인시 기흥구 연원로 49,20001101,16,691,1123.0,193.0,930.0
용인시,기흥구,서천동,A44695902,서그내마을SK,아파트,경기도 용인기흥구 서천동 700 서그내마을SK,경기도 용인시 기흥구 예현로 15,20020520,8,807,1048.0,518.0,530.0
용인시,수지구,풍덕천동,A44899102,신정마을우성,아파트,경기도 용인수지구 풍덕천동 1025 신정마을우성,경기도 용인시 수지구 정평로 41,20000513,5,443,482.0,290.0,192.0
용인시,수지구,풍덕천동,A44897804,신정마을성지,아파트,경기도 용인수지구 풍덕천동 1021 신정마을성지,경기도 용인시 수지구 정평로 61,20000527,7,538,923.0,391.0,532.0
용인시,기흥구,보정동,A44691301,죽전누리에뜰,주상복합,경기도 용인기흥구 보정동 1263 죽전누리에뜰,경기도 용인시 기흥구 죽전로 20,20060607,4,200,268.0,5.0,263.0
용인시,기흥구,고매동,A44690101,매화마을 우남 퍼스트빌,아파트,경기도 용인기흥구 고매동 877 매화마을 우남 퍼스트빌,경기도 용인시 기흥구 고매로34번길 10,20020912,3,166,171.0,121.0,50.0
용인시,기흥구,고매동,A44657603,우림홀인원,아파트,경기도 용인기흥구 고매동 880 우림홀인원,경기도 용인시 기흥구 고매로34번길 31,20030731,5,299,361.0,196.0,165.0
용인시,수지구,풍덕천동,A44875904,동보1차,아파트,경기도 용인수지구 풍덕천동 703 동보1차,경기도 용인시 수지구 풍덕천로 161,19950407,5,470,587.0,429.0,158.0
용인시,수지구,풍덕천동,A44878407,수지푸르지오월드마크,주상복합,경기도 용인수지구 풍덕천동 1195 수지푸르지오월드마크,경기도 용인시 수지구 포은대로 467,20130524,2,198,258.0,0.0,258.0
용인시,수지구,풍덕천동,A10025228,풍덕천동 한샘 더랜드마크,도시형 생활주택(주상복합),경기도 용인수지구 풍덕천동 82-9 풍덕천동 한샘 더랜드마크,경기도 용인시 수지구 포은대로 477,20181129,1,220,244.0,11.0,233.0
용인시,수지구,상현동,A44813009,서원마을3단지아이파크,아파트,경기도 용인수지구 상현동 860 서원마을3단지아이파크,경기도 용인시 수지구 포은대로 219,20020906,6,438,709.0,240.0,469.0
용인시,기흥구,보정동,A44677015,신촌마을포스홈타운1단지,아파트,경기도 용인기흥구 보정동 1282 신촌마을포스홈타운1단지,경기도 용인시 기흥구 용구대로2518번길 15,20040930,12,884,1654.0,604.0,1050.0
용인시,기흥구,공세동,A44690201,불곡마을벽산블루밍,아파트,경기도 용인기흥구 공세동 663 불곡마을벽산블루밍,경기도 용인시 기흥구 고매로43번길 32-2,20050722,6,390,480.0,45.0,435.0
용인시,수지구,풍덕천동,A44878309,수지현대아파트,아파트,경기도 용인수지구 풍덕천동 700-1 수지현대아파트,경기도 용인시 수지구 수지로342번길 18,19941220,12,1168,871.0,785.0,86.0
용인시,수지구,상현동,A44813001,풍산,아파트,경기도 용인수지구 상현동 96-1 풍산,경기도 용인시 수지구 수지로78번길 20,19971117,4,438,333.0,231.0,102.0
용인시,기흥구,상하동,A44677402,인정프린스4차,아파트,경기도 용인기흥구 상하동 137 인정프린스4차,경기도 용인시 기흥구 중부대로 820,19961220,3,367,238.0,184.0,54.0
용인시,기흥구,동백동,A44691111,해든마을동문굿모닝힐,아파트,경기도 용인기흥구 동백동 689 해든마을동문굿모닝힐,경기도 용인시 기흥구 동백죽전대로 455-10,20071130,6,512,619.0,107.0,512.0
용인시,기흥구,동백동,A44691107,동백동원로얄듀크,아파트,경기도 용인기흥구 동백동 683 동백동원로얄듀크,경기도 용인시 기흥구 동백죽전대로 455-17,20070731,7,477,750.0,60.0,690.0
용인시,기흥구,보정동,A44691302,신촌마을상록데시앙,아파트,경기도 용인기흥구 보정동 1283 신촌마을상록데시앙,경기도 용인시 기흥구 보정로 26,20060929,3,230,262.0,76.0,186.0
용인시,기흥구,보정동,A44694013,동아솔레시티,아파트,경기도 용인기흥구 보정동 1162 동아솔레시티,경기도 용인시 기흥구 보정로 30,20030305,36,1701,3777.0,490.0,3287.0
용인시,수지구,신봉동,A44853602,한일유엔아이,아파트,경기도 용인수지구 신봉동 874 한일유엔아이,경기도 용인시 수지구 신봉1로48번길 29,20031230,4,296,303.0,25.0,278.0
용인시,수지구,신봉동,A44853605,서홍한화꿈에그린,아파트,경기도 용인수지구 신봉동 880 서홍한화꿈에그린,경기도 용인시 수지구 신봉1로48번길 32,20040120,5,404,407.0,53.0,354.0
용인시,수지구,신봉동,A44853601,서홍마을벽산블루밍,아파트,경기도 용인수지구 신봉동 876 서홍마을벽산블루밍,경기도 용인시 수지구 신봉1로48번길 45,20040126,4,246,248.0,63.0,185.0
용인시,수지구,신봉동,A44815004,신봉마을자이3차,아파트,경기도 용인수지구 신봉동 912 신봉마을자이3차,경기도 용인시 수지구 신봉1로71번길 25,20070330,8,401,442.0,164.0,278.0
용인시,기흥구,보라동,A44695410,민속마을쌍용,아파트,경기도 용인기흥구 보라동 553 민속마을쌍용,경기도 용인시 기흥구 사은로126번길 10,20020520,20,1596,2776.0,783.0,1993.0
용인시,수지구,성복동,A44898206,성복힐스테이트3차,아파트,경기도 용인수지구 성복동 760 성복힐스테이트3차,경기도 용인시 수지구 성복2로 220,20100606,12,823,1674.0,183.0,1491.0
용인시,수지구,성복동,A44898210,성복자이2차,아파트,경기도 용인수지구 성복동 767 성복자이2차,경기도 용인시 수지구 성복2로 251,20101203,13,783,1732.0,253.0,1479.0
용인시,기흥구,언남동,A44657207,장미마을 삼성래미안2차,아파트,경기도 용인기흥구 언남동 495 장미마을 삼성래미안2차,경기도 용인시 기흥구 구성로 90,20031217,16,1219,1494.0,106.0,1388.0
용인시,수지구,죽전동,A44895021,죽전퍼스트하임,아파트,경기도 용인수지구 죽전동 488 죽전퍼스트하임,경기도 용인시 수지구 대지로 49,19990220,5,480,509.0,245.0,264.0
용인시,수지구,죽전동,A44816008,꽃메마을현대홈타운4-4,아파트,경기도 용인수지구 죽전동 1303 꽃메마을현대홈타운4-4,경기도 용인시 수지구 푸른솔로 20,20040629,5,342,572.0,347.0,225.0
용인시,수지구,죽전동,A44898312,도담마을뜨리에체,아파트,경기도 용인수지구 죽전동 414 도담마을뜨리에체,경기도 용인시 수지구 푸른솔로 49,19990227,6,430,430.0,168.0,262.0
용인시,수지구,죽전동,A44816009,현대홈타운4차1단지,아파트,경기도 용인수지구 죽전동 1116 현대홈타운4차1단지,경기도 용인시 수지구 푸른솔로 55,20030402,5,351,591.0,208.0,383.0
용인시,수지구,죽전동,A44854505,꽃메마을현대힐스테이트4차2단지,아파트,경기도 용인수지구 죽전동 1269 꽃메마을현대힐스테이트4차2단지,경기도 용인시 수지구 푸른솔로 56,20040629,5,254,266.0,39.0,227.0
