,시도,시군구,동리,단지코드,단지명,단지분류,법정동주소,도로명주소,동수,세대수,총주차대수,지상주차대수,지하주차대수,y,x
125,용인시,수지구,성복동,A44898206,성복힐스테이트3차,아파트,경기도 용인수지구 성복동 760 성복힐스테이트3차,경기도 용인시 수지구 성복2로 220,12,823,1674,183,1491,37.3206362895327,127.062646296865
126,용인시,수지구,성복동,A44898210,성복자이2차,아파트,경기도 용인수지구 성복동 767 성복자이2차,경기도 용인시 수지구 성복2로 251,13,783,1732,253,1479,37.3188611757842,127.061245659132
127,용인시,기흥구,언남동,A44657207,장미마을 삼성래미안2차,아파트,경기도 용인기흥구 언남동 495 장미마을 삼성래미안2차,경기도 용인시 기흥구 구성로 90,16,1219,1494,106,1388,37.293235775676,127.119390375907
128,용인시,수지구,죽전동,A44895021,죽전퍼스트하임,아파트,경기도 용인수지구 죽전동 488 죽전퍼스트하임,경기도 용인시 수지구 대지로 49,5,480,509,245,264,37.3298362838424,127.114051642154
129,용인시,수지구,죽전동,A44816008,꽃메마을현대홈타운4-4,아파트,경기도 용인수지구 죽전동 1303 꽃메마을현대홈타운4-4,경기도 용인시 수지구 푸른솔로 20,5,342,572,347,225,37.3221032474705,127.116015814547
130,용인시,수지구,죽전동,A44898312,도담마을뜨리에체,아파트,경기도 용인수지구 죽전동 414 도담마을뜨리에체,경기도 용인시 수지구 푸른솔로 49,6,430,430,168,262,37.3247649963642,127.1150844626
131,용인시,수지구,죽전동,A44816009,현대홈타운4차1단지,아파트,경기도 용인수지구 죽전동 1116 현대홈타운4차1단지,경기도 용인시 수지구 푸른솔로 55,5,351,591,208,383,37.3257852846387,127.116781371385
132,용인시,수지구,죽전동,A44854505,꽃메마을현대힐스테이트4차2단지,아파트,경기도 용인수지구 죽전동 1269 꽃메마을현대힐스테이트4차2단지,경기도 용인시 수지구 푸른솔로 56,5,254,266,39,227,37.3247644499038,127.116013136068
133,용인시,수지구,죽전동,A44816108,도담마을 한양수자인,아파트,경기도 용인수지구 죽전동 1262 도담마을 한양수자인,경기도 용인시 수지구 푸른솔로 76,4,332,347,86,261,37.3252293328574,127.118877403
134,용인시,수지구,죽전동,A44854211,우미이노스빌1차,아파트,경기도 용인수지구 죽전동 1261 우미이노스빌1차,경기도 용인시 수지구 푸른솔로 88,4,418,424,223,201,37.3259169677641,127.119892359954
135,용인시,기흥구,하갈동,A44672601,"청명호수마을신안인스빌1,2단지",아파트,"경기도 용인기흥구 하갈동 631 청명호수마을신안인스빌1,2단지",경기도 용인시 기흥구 덕영대로 1871,16,1003,1536,93,1443,37.2536308000942,127.089485497263
136,용인시,기흥구,보정동,A44656712,죽현마을아이파크1차,아파트,경기도 용인기흥구 보정동 1267 죽현마을아이파크1차,경기도 용인시 기흥구 보정로 87,15,1466,1550,464,1086,37.3174411419798,127.113298031222
137,용인시,기흥구,보정동,A44691303,죽현마을LG자이,아파트,경기도 용인기흥구 보정동 1258 죽현마을LG자이,경기도 용인시 기흥구 보정로 88,4,238,553,3,550,37.3175653531454,127.116037269166
138,용인시,기흥구,보라동,A44695301,기흥삼정,아파트,경기도 용인기흥구 보라동 289-12 기흥삼정,경기도 용인시 기흥구 사은로 64,3,299,243,125,118,37.2550925152079,127.112563315604
139,용인시,기흥구,보라동,A44690402,화성파크드림아파트,아파트,경기도 용인기흥구 보라동 633 화성파크드림아파트,경기도 용인시 기흥구 한보라2로 93,8,311,614,123,491,37.2484467878653,127.111792281652
140,용인시,기흥구,공세동,A44679603,화성파크드림프라브,연립주택,경기도 용인기흥구 공세동 676 화성파크드림프라브,경기도 용인시 기흥구 한보라2로 141,14,261,320,0,320,37.2457079413222,127.110289325998
141,용인시,기흥구,공세동,A44690203,한보라마을 경남아너스빌,아파트,경기도 용인기흥구 공세동 679 한보라마을 경남아너스빌,경기도 용인시 기흥구 한보라2로 167,8,600,542,196,346,37.2423725664651,127.10791769234
142,용인시,기흥구,공세동,A44690205,한보라마을휴먼시아7단지,아파트,경기도 용인기흥구 공세동 674 한보라마을휴먼시아7단지,경기도 용인시 기흥구 한보라2로 168,10,851,771,246,525,37.2441459576275,127.108657093653
143,용인시,수지구,상현동,A44852403,만현마을5단지현대,아파트,경기도 용인수지구 상현동 858 만현마을5단지현대,경기도 용인시 수지구 만현로 79,7,528,889,343,546,37.3092963306289,127.087125703137
144,용인시,수지구,상현동,A44852301,만현마을쌍용3차,아파트,경기도 용인수지구 상현동 852 만현마을쌍용3차,경기도 용인시 수지구 만현로 99,6,375,677,157,520,37.3068568752278,127.088452119999
145,용인시,수지구,상현동,A44852108,만현마을쌍용1차,아파트,경기도 용인수지구 상현동 850 만현마을쌍용1차,경기도 용인시 수지구 만현로 107,13,992,1353,548,805,37.3054138643226,127.089890628688
146,용인시,수지구,상현동,A44851604,만현마을두산위브,아파트,경기도 용인수지구 상현동 861 만현마을두산위브,경기도 용인시 수지구 만현로 127,8,556,1281,509,772,37.3045669037746,127.087711863009
147,용인시,수지구,풍덕천동,A44876510,초입마을삼익풍림동아,아파트,경기도 용인수지구 풍덕천동 664 초입마을삼익풍림동아,경기도 용인시 수지구 문인로 59,12,1620,761,761,0,37.3316072715362,127.096963739196
148,용인시,기흥구,보라동,A44695508,민속마을 신창미션힐,아파트,경기도 용인기흥구 보라동 558 민속마을 신창미션힐,경기도 용인시 기흥구 사은로126번길 33,14,926,1534,431,1103,37.25216946929,127.121293829145
149,용인시,기흥구,보라동,A44658209,민속마을현대모닝사이드,아파트,경기도 용인기흥구 보라동 570 민속마을현대모닝사이드,경기도 용인시 기흥구 사은로126번길 46,17,1112,1770,530,1240,37.2527177393252,127.119536406044
150,용인시,기흥구,구갈동,A10026657,기흥역 롯데캐슬레이시티,아파트,경기도 용인기흥구 구갈동  기흥역 롯데캐슬레이시티,경기도 용인시 기흥구 기흥역로 9,2,260,310,0,310,37.2748218442608,127.115337289593
151,용인시,기흥구,구갈동,A10026636,기흥역지웰푸르지오(주상복합),아파트,경기도 용인기흥구 구갈동 658 기흥역지웰푸르지오(주상복합),경기도 용인시 기흥구 기흥역로 16,4,561,640,0,640,37.2736113791937,127.114974755575
152,용인시,기흥구,구갈동,A10026083,힐스테이트기흥,아파트,경기도 용인기흥구 구갈동 660 힐스테이트기흥,경기도 용인시 기흥구 기흥역로 63,5,976,1218,1218,0,37.2748427696292,127.118778508807
153,용인시,수지구,죽전동,A44897114,대지마을현대홈타운3차2단지,아파트,경기도 용인수지구 죽전동 1118 대지마을현대홈타운3차2단지,경기도 용인시 수지구 대지로15번길 60,9,537,657,103,554,37.3330204023368,127.11474161271
154,용인시,기흥구,신갈동,A44658413,새천년그린빌주공3단지,아파트,경기도 용인기흥구 신갈동 707 새천년그린빌주공3단지,경기도 용인시 기흥구 새천년로16번길 16,9,693,717,209,508,37.2892514676663,127.109815597556
155,용인시,기흥구,서천동,A10027657,서천2차아이파크아파트,아파트,경기도 용인기흥구 서천동 755 서천2차아이파크아파트,경기도 용인시 기흥구 서천동로21번길 5,6,289,316,23,293,37.2391393204793,127.076329046868
156,용인시,수지구,죽전동,A44854807,죽전아이뷰,아파트,경기도 용인수지구 죽전동 883-1 죽전아이뷰,경기도 용인시 수지구 현암로 3,5,432,471,237,234,37.3325339272573,127.110200608355
157,용인시,수지구,상현동,A44813012,광교경남아너스빌,아파트,경기도 용인수지구 상현동 1115 광교경남아너스빌,경기도 용인시 수지구 광교마을로 2,7,700,1022,3,1019,37.2985835294125,127.067432179743
158,용인시,수지구,상현동,A44813015,광교마을45단지,아파트,경기도 용인수지구 상현동 1113 광교마을45단지,경기도 용인시 수지구 광교마을로 11,7,672,1081,0,1081,37.298078336053,127.063489837285
159,용인시,수지구,죽전동,A44816006,도담마을롯데캐슬,아파트,경기도 용인수지구 죽전동 1115 도담마을롯데캐슬,경기도 용인시 수지구 대지로 64,5,231,316,74,242,37.32828727849,127.116224131621
160,용인시,수지구,죽전동,A44816017,도담마을휴먼빌아파트,아파트,경기도 용인수지구 죽전동 1483 도담마을휴먼빌아파트,경기도 용인시 수지구 대지로 77,4,260,288,0,288,37.3300300919113,127.117644579167
161,용인시,수지구,풍덕천동,A44855001,태영데시앙2차,아파트,경기도 용인수지구 풍덕천동 1186 태영데시앙2차,경기도 용인시 수지구 풍덕천로22번길 67,6,249,249,9,240,37.3141215879111,127.082291135141
162,용인시,수지구,풍덕천동,A44899103,이스턴팰리스아파트,아파트,경기도 용인수지구 풍덕천동 240-3 이스턴팰리스아파트,경기도 용인시 수지구 풍덕천로30번길 20,3,174,501,23,478,37.316426291098,127.087268518805
163,용인시,수지구,상현동,A44852511,광교상현마을 현대아파트,아파트,경기도 용인수지구 상현동 853 광교상현마을 현대아파트,경기도 용인시 수지구 상현로 2,7,498,621,287,334,37.3017233813448,127.073033189992
164,용인시,수지구,상현동,A44852214,광교쌍용포레듀엔1단지,아파트,경기도 용인수지구 상현동 824 광교쌍용포레듀엔1단지,경기도 용인시 수지구 상현로 27,7,421,820,292,528,37.3034007906717,127.076533924181
165,용인시,수지구,상현동,A44813014,광교쌍용포레듀엔 2단지,아파트,경기도 용인수지구 상현동 828 광교쌍용포레듀엔 2단지,경기도 용인시 수지구 상현로 30-6,5,315,630,159,471,37.3018801976153,127.077234515132
166,용인시,수지구,상현동,A44851512,광교쌍용포레듀엔3단지,아파트,경기도 용인수지구 상현동 831 광교쌍용포레듀엔3단지,경기도 용인시 수지구 상현로 30-9,4,251,256,90,166,37.3015146416015,127.07874712941
167,용인시,수지구,상현동,A44851913,광교상떼빌파크뷰(구 상현마을성원상떼빌아파트),아파트,경기도 용인수지구 상현동 866 광교상떼빌파크뷰(구 상현마을성원상떼빌아파트),경기도 용인시 수지구 상현로 30-10,13,968,1760,417,1343,37.3005381667832,127.077000005339
168,용인시,수지구,상현동,A44851508,금호베스트빌2단지,아파트,경기도 용인수지구 상현동 832 금호베스트빌2단지,경기도 용인시 수지구 상현로 58,6,407,787,145,642,37.3027759618892,127.080547389653
169,용인시,수지구,상현동,A44813004,수지금호베스트빌TheEdu,아파트,경기도 용인수지구 상현동 827 수지금호베스트빌TheEdu,경기도 용인시 수지구 상현로 59,8,573,1058,305,753,37.3054508703928,127.079072481359
170,용인시,수지구,상현동,A44851503,금호베스트빌4단지,아파트,경기도 용인수지구 상현동 840 금호베스트빌4단지,경기도 용인시 수지구 상현로 67-12,3,224,563,139,424,37.3055751000214,127.080576318648
171,용인시,수지구,상현동,A44851610,상현현대성우3차,아파트,경기도 용인수지구 상현동 855 상현현대성우3차,경기도 용인시 수지구 상현로 88,5,336,653,153,500,37.3032525044105,127.083431033245
172,용인시,수지구,상현동,A44851609,상현마을현대성우1차,아파트,경기도 용인수지구 상현동 851 상현마을현대성우1차,경기도 용인시 수지구 상현로 100,9,470,788,297,491,37.3045167299046,127.084472410819
173,용인시,수지구,상현동,A44872712,수지센트럴아이파크,아파트,경기도 용인수지구 상현동 842 수지센트럴아이파크,경기도 용인시 수지구 상현로 101,14,895,1700,309,1391,37.307620805959,127.083316064975
174,용인시,수지구,상현동,A44851805,현대성우5차,아파트,경기도 용인수지구 상현동 843 현대성우5차,경기도 용인시 수지구 상현로 119-6,4,310,580,60,520,37.3095322121113,127.083896631359
175,용인시,수지구,동천동,A44851113,동천마을현대2차홈타운,아파트,경기도 용인수지구 동천동 862 동천마을현대2차홈타운,경기도 용인시 수지구 동천로63번길 10,9,1128,1126,353,773,37.3384624431927,127.097356569169
176,용인시,수지구,동천동,A44851004,래미안이스트팰리스3단지,아파트,경기도 용인수지구 동천동 932 래미안이스트팰리스3단지,경기도 용인시 수지구 동천로135번길 21,14,885,1607,54,1553,37.3340292884234,127.087424512062
177,용인시,기흥구,신갈동,A44658412,갈현마을현대홈타운,아파트,경기도 용인기흥구 신갈동 159 갈현마을현대홈타운,경기도 용인시 기흥구 관곡로 16,8,584,589,298,291,37.2811569983481,127.106551123415
178,용인시,수지구,죽전동,A44816104,새터마을모아미래도,아파트,경기도 용인수지구 죽전동 1216 새터마을모아미래도,경기도 용인시 수지구 대지로 127,4,252,272,55,217,37.3306508998433,127.122530071092
179,용인시,수지구,죽전동,A44898513,용인죽전동부센트레빌,아파트,경기도 용인수지구 죽전동 172-1 용인죽전동부센트레빌,경기도 용인시 수지구 대지로 139,7,536,570,210,360,37.3308207243492,127.12572686296
180,용인시,수지구,동천동,A44874508,풍림2차,아파트,경기도 용인수지구 동천동 176-1 풍림2차,경기도 용인시 수지구 동천로 18,2,271,273,113,160,37.3416386427247,127.099976006846
181,용인시,수지구,동천동,A44812004,동천동문6차굿모닝힐,아파트,경기도 용인수지구 동천동 913 동천동문6차굿모닝힐,경기도 용인시 수지구 동천로 53,4,220,425,0,425,37.3400462851402,127.096904395154
182,용인시,수지구,동천동,A44812014,동천동문5차굿모닝힐,아파트,경기도 용인수지구 동천동 914 동천동문5차굿모닝힐,경기도 용인시 수지구 동천로 64,15,1334,1473,202,1271,37.34097274539,127.098298727226
183,용인시,수지구,동천동,A44874401,동천마을동문3차,아파트,경기도 용인수지구 동천동 858 동천마을동문3차,경기도 용인시 수지구 동천로 93,3,181,265,53,212,37.3384365703794,127.093917526737
184,용인시,기흥구,마북동,A10026882,용인마북신원아침도시,아파트,경기도 용인기흥구 마북동 654 용인마북신원아침도시,경기도 용인시 기흥구 마북로247번길 3,3,180,186,0,186,37.3092277880156,127.130507821299
185,용인시,수지구,죽전동,A44897120,새터마을죽전힐스테이트,아파트,경기도 용인수지구 죽전동 1165 새터마을죽전힐스테이트,경기도 용인시 수지구 현암로125번길 11,23,1998,2032,422,1610,37.3336370845464,127.120082011998
186,용인시,수지구,죽전동,A44879606,죽전중앙하이츠,아파트,경기도 용인수지구 죽전동 1112 죽전중앙하이츠,경기도 용인시 수지구 현암로63번길 2,5,271,635,168,467,37.3320946107826,127.117023130661
187,용인시,기흥구,언남동,A44670301,스파팰리스리가,아파트,경기도 용인기흥구 언남동 503 스파팰리스리가,경기도 용인시 기흥구 언남로 5,8,533,730,44,686,37.2929722800738,127.123979272219
188,용인시,기흥구,언남동,A44657104,동일하이빌2차,아파트,경기도 용인기흥구 언남동 496 동일하이빌2차,경기도 용인시 기흥구 언남로 15,12,837,1495,0,1495,37.2939727333271,127.127511504781
189,용인시,수지구,죽전동,A44875510,수지벽산2단지,아파트,경기도 용인수지구 죽전동 832-1 수지벽산2단지,경기도 용인시 수지구 용구대로2771번길 66,10,684,601,282,319,37.3351174990364,127.105404087376
190,용인시,수지구,죽전동,A44875509,벽산타운1단지,아파트,경기도 용인수지구 죽전동 832 벽산타운1단지,경기도 용인시 수지구 용구대로2771번길 68,9,612,508,164,344,37.3364136934898,127.106842175165
191,용인시,수지구,죽전동,A44854601,창죽벽산첼시빌,아파트,경기도 용인수지구 죽전동 1111 창죽벽산첼시빌,경기도 용인시 수지구 용구대로2771번길 88,2,179,364,26,338,37.3374920497986,127.105331686143
192,용인시,기흥구,구갈동,A44659306,구갈가현마을신안,아파트,경기도 용인기흥구 구갈동 344 구갈가현마을신안,경기도 용인시 기흥구 관곡로 53,5,364,599,235,364,37.2835576353296,127.11230303614
193,용인시,기흥구,구갈동,A44673613,구갈한양,아파트,경기도 용인기흥구 구갈동 396 구갈한양,경기도 용인시 기흥구 구갈로28번길 21-21,10,624,591,325,266,37.2794617435937,127.113477309335
194,용인시,기흥구,구갈동,A44673303,기흥동부아파트,아파트,경기도 용인기흥구 구갈동 384-1 기흥동부아파트,경기도 용인시 기흥구 구갈로28번길 32,3,200,185,185,0,37.2764585775749,127.115250598054
195,용인시,기흥구,중동,A44671816,초당마을주공3단지,아파트,경기도 용인기흥구 중동 1041 초당마을주공3단지,경기도 용인시 기흥구 동백중앙로 41,9,816,822,451,371,37.2599992429272,127.162705131776
196,용인시,기흥구,중동,A44671805,초당마을현진에버빌,아파트,경기도 용인기흥구 중동 1045 초당마을현진에버빌,경기도 용인시 기흥구 동백중앙로 73,7,320,560,162,398,37.2625313576857,127.159855265494
197,용인시,기흥구,중동,A44691615,백현마을동일하이빌,아파트,경기도 용인기흥구 중동 874 백현마을동일하이빌,경기도 용인시 기흥구 동백중앙로 312,14,743,989,90,899,37.2795698792809,127.158221445654
198,용인시,기흥구,동백동,A44672214,호수마을계룡리슈빌,아파트,경기도 용인기흥구 동백동 604 호수마을계룡리슈빌,경기도 용인시 기흥구 동백평촌로 15,9,567,629,133,496,37.2848275447757,127.155420952554
199,용인시,기흥구,동백동,A44691108,호수마을동보노빌리티,아파트,경기도 용인기흥구 동백동 654 호수마을동보노빌리티,경기도 용인시 기흥구 동백평촌로 39,9,481,646,40,606,37.2817568676234,127.154961672508
200,용인시,기흥구,동백동,A44679510,호수마을상록롯데캐슬,아파트,경기도 용인기흥구 동백동 653 호수마을상록롯데캐슬,경기도 용인시 기흥구 동백평촌로 70,6,552,661,174,487,37.2793964829638,127.155734867915
201,용인시,기흥구,영덕동,A44678707,흥덕마을13단지경남아너스빌,아파트,경기도 용인기흥구 영덕동 1117 흥덕마을13단지경남아너스빌,경기도 용인시 기흥구 흥덕4로30번길 11,7,368,736,5,731,37.2762630808747,127.091599921079
202,용인시,기흥구,구갈동,A44657911,구갈세종그랑시아 2단지,아파트,경기도 용인기흥구 구갈동 273 구갈세종그랑시아 2단지,경기도 용인시 기흥구 기흥로38번길 34,10,194,236,3,233,37.2783686804919,127.118005460906
203,용인시,기흥구,신갈동,A44695211,도현마을현대,아파트,경기도 용인기흥구 신갈동 165 도현마을현대,경기도 용인시 기흥구 구갈로 115-16,7,568,878,361,517,37.2855318102771,127.10902679406
204,용인시,기흥구,구갈동,A44673507,구갈한성2차,아파트,경기도 용인기흥구 구갈동 385-1 구갈한성2차,경기도 용인시 기흥구 구갈로 16,7,384,126,126,0,37.2764905526883,127.112547023281
205,용인시,기흥구,보정동,A44677016,보정한화꿈에그린,아파트,경기도 용인기흥구 보정동 1393 보정한화꿈에그린,경기도 용인시 기흥구 구교동로 17,6,379,580,0,580,37.3067668017301,127.10676885593
206,용인시,기흥구,보정동,A44656506,솔뫼마을현대홈타운,아파트,경기도 용인기흥구 보정동 1169 솔뫼마을현대홈타운,경기도 용인시 기흥구 이현로30번길 7,7,382,753,612,141,37.3091076737644,127.098150516867
207,용인시,기흥구,마북동,A44677102,구성자이3차,아파트,경기도 용인기흥구 마북동 638 구성자이3차,경기도 용인시 기흥구 구교동로118번길 7,7,309,478,46,432,37.302936928161,127.118260176148
208,용인시,기흥구,영덕동,A44696703,영통빌리지,아파트,경기도 용인기흥구 영덕동 916 영통빌리지,경기도 용인시 기흥구 중부대로55번길 11,30,472,475,385,90,37.2681737532139,127.076022823788
209,용인시,기흥구,마북동,A44655904,마북우림,아파트,경기도 용인기흥구 마북동 352 마북우림,경기도 용인시 기흥구 구성로39번길 13,4,362,320,125,195,37.2964400293286,127.113073665203
210,용인시,기흥구,마북동,A10027214,용인 구성역 효성해링턴플레이스,아파트,경기도 용인기흥구 마북동 651 용인 구성역 효성해링턴플레이스,경기도 용인시 기흥구 구성로53번길 20,6,296,303,0,303,37.2967224748154,127.115990695904
211,용인시,기흥구,보정동,A10027771,샬레파인비스타 아파트,아파트,경기도 용인기흥구 보정동 1401 샬레파인비스타 아파트,경기도 용인시 기흥구 진산로 140,2,155,187,123,64,37.3216459905545,127.101697126542
212,용인시,수지구,동천동,A44874405,동문그린,아파트,경기도 용인수지구 동천동 400-1 동문그린,경기도 용인시 수지구 고기로45번길 58,1,227,227,107,120,37.3394355971719,127.092591109409
213,용인시,수지구,풍덕천동,A44876808,수지한성,아파트,경기도 용인수지구 풍덕천동 698-2 수지한성,경기도 용인시 수지구 문정로 55,10,774,356,356,0,37.3257210533848,127.092174417062
214,용인시,수지구,상현동,A44813006,수지금호베스트빌5단지,아파트,경기도 용인수지구 상현동 867 수지금호베스트빌5단지,경기도 용인시 수지구 심곡로 16,11,890,1367,376,991,37.3077681224143,127.078577793587
215,용인시,기흥구,상하동,A44677303,용인대우,아파트,경기도 용인기흥구 상하동 296 용인대우,경기도 용인시 기흥구 중부대로 735,4,432,325,142,183,37.2625014944037,127.141098726133
216,용인시,기흥구,마북동,A44691210,교동마을신창아파트,아파트,경기도 용인기흥구 마북동 143 교동마을신창아파트,경기도 용인시 기흥구 마북로 186,4,490,297,73,224,37.3054590259479,127.126780680363
217,용인시,기흥구,마북동,A44677101,마북e편한세상,아파트,경기도 용인기흥구 마북동 636 마북e편한세상,경기도 용인시 기흥구 마북로 210,8,404,584,40,544,37.3070090109714,127.128263217012
218,용인시,기흥구,신갈동,A10026093,용인기흥 우방아이유쉘 아파트,아파트,경기도 용인기흥구 신갈동 407 용인기흥 우방아이유쉘 아파트,경기도 용인시 기흥구 신정로41번길 31,7,400,434,89,345,37.2764366237461,127.100799752645
219,용인시,수지구,성복동,A10025987,성복역서희스타힐스,주상복합,경기도 용인수지구 성복동 168-10 성복역서희스타힐스,경기도 용인시 수지구 성복1로 80,2,174,210,0,210,37.3156726620216,127.071267962717
220,용인시,수지구,성복동,A44898209,성복힐스테이트1차,아파트,경기도 용인수지구 성복동 771 성복힐스테이트1차,경기도 용인시 수지구 성복1로 91,12,645,1304,157,1147,37.3147348895475,127.069715242799
221,용인시,수지구,성복동,A44853005,벽산첼시빌2,아파트,경기도 용인수지구 성복동 723 벽산첼시빌2,경기도 용인시 수지구 성복1로 107,14,951,2029,315,1714,37.3147275407863,127.065383727095
222,용인시,기흥구,동백동,A44674909,백현마을서해그랑블,아파트,경기도 용인기흥구 동백동 579 백현마을서해그랑블,경기도 용인시 기흥구 동백8로 89,8,482,530,102,428,37.2853796792812,127.161230518699
223,용인시,기흥구,동백동,A44672016,백현마을모아미래도1단지,아파트,경기도 용인기흥구 동백동 599 백현마을모아미래도1단지,경기도 용인시 기흥구 동백8로 90,10,838,1105,853,252,37.2842166067514,127.160111317632
224,용인시,기흥구,동백동,A44674813,백현마을주공7단지,아파트,경기도 용인기흥구 동백동 581 백현마을주공7단지,경기도 용인시 기흥구 동백8로 103,6,561,572,237,335,37.2850106257459,127.163846827571
225,용인시,기흥구,동백동,A44672003,백현마을모아미래도2단지,아파트,경기도 용인기흥구 동백동 593 백현마을모아미래도2단지,경기도 용인시 기흥구 동백8로 126,5,336,342,155,187,37.2822444950203,127.164066243807
226,용인시,수지구,죽전동,A44816014,도담마을9단지죽전파크빌,아파트,경기도 용인수지구 죽전동 339 도담마을9단지죽전파크빌,경기도 용인시 수지구 정든로 22,5,561,440,200,240,37.3276836869479,127.115846685568
227,용인시,수지구,상현동,A10027047,용인수지동도센트리움 아파트,도시형 생활주택(아파트),경기도 용인수지구 상현동 1203 용인수지동도센트리움 아파트,경기도 용인시 수지구 이현로 125,1,168,168,52,116,37.3128965349075,127.090448351574
228,용인시,수지구,죽전동,A44897218,꽃메마을현대홈타운4차3단지,아파트,경기도 용인수지구 죽전동 1304 꽃메마을현대홈타운4차3단지,경기도 용인시 수지구 죽전로 87,11,770,788,691,97,37.3226931003233,127.118073716176
229,용인시,수지구,죽전동,A44897402,꽃메마을한라프로방스,아파트,경기도 용인수지구 죽전동 1306 꽃메마을한라프로방스,경기도 용인시 수지구 죽전로 111,3,195,343,67,276,37.3237783132207,127.119232659534
230,용인시,수지구,죽전동,A44897403,꽃메마을극동스타클래스,아파트,경기도 용인수지구 죽전동 1311 꽃메마을극동스타클래스,경기도 용인시 수지구 죽전로 116,3,196,334,51,283,37.3229002059675,127.121847765065
231,용인시,수지구,죽전동,A44816011,꽃메마을아이파크2차,아파트,경기도 용인수지구 죽전동 1307 꽃메마을아이파크2차,경기도 용인시 수지구 죽전로 121,5,374,621,231,390,37.3236619856559,127.12030510085
232,용인시,수지구,죽전동,A44895022,성현마을광명샤인빌,아파트,경기도 용인수지구 죽전동 1355 성현마을광명샤인빌,경기도 용인시 수지구 디지털벨리로 5,3,192,221,31,190,37.3280362615077,127.131856973928
233,용인시,기흥구,상갈동,A44695607,금화마을주공6단지,아파트,경기도 용인기흥구 상갈동 480 금화마을주공6단지,경기도 용인시 기흥구 금화로11번길 9,3,228,237,84,153,37.262168898647,127.105366375032
234,용인시,기흥구,상갈동,A44695804,금화마을주공3단지,아파트,경기도 용인기흥구 상갈동 481 금화마을주공3단지,경기도 용인시 기흥구 금화로11번길 10,10,1070,1079,254,825,37.2624627769001,127.107219332889
235,용인시,수지구,성복동,A44898203,버들치마을 경남아너스빌1차,아파트,경기도 용인수지구 성복동 753 버들치마을 경남아너스빌1차,경기도 용인시 수지구 성복1로 157,12,816,1213,349,864,37.3159379794128,127.06274043236
236,용인시,수지구,성복동,A44898211,성복아이파크,아파트,경기도 용인수지구 성복동 780 성복아이파크,경기도 용인시 수지구 성복1로 222,7,351,491,58,433,37.3221480267536,127.061648169477
237,용인시,수지구,성복동,A44898007,수지LG빌리지1차,아파트,경기도 용인수지구 성복동 155 수지LG빌리지1차,경기도 용인시 수지구 성복2로 86,17,1164,3277,635,2642,37.31695333469,127.07528876261
238,용인시,기흥구,동백동,A44674515,백현마을경남아너스빌,아파트,경기도 용인기흥구 동백동 583 백현마을경남아너스빌,경기도 용인시 기흥구 동백8로131번길 9,7,600,667,330,337,37.2828580305422,127.164442515197
239,용인시,기흥구,동백동,A44691118,백현마을주공9단지,아파트,경기도 용인기흥구 동백동 584 백현마을주공9단지,경기도 용인시 기흥구 동백8로131번길 20,12,981,989,472,517,37.2833618682198,127.16652141053
240,용인시,수지구,성복동,A44898207,버들치마을경남아너스빌2차,아파트,경기도 용인수지구 성복동 754 버들치마을경남아너스빌2차,경기도 용인시 수지구 성복1로163번길 11,5,214,329,32,297,37.3159552995459,127.060977964558
241,용인시,수지구,성복동,A44898204,버들치마을힐스테이트2차,아파트,경기도 용인수지구 성복동 759 버들치마을힐스테이트2차,경기도 용인시 수지구 성복1로164번길 13,10,689,1447,141,1306,37.3183227202926,127.064298835594
242,용인시,수지구,성복동,A44898205,성복자이1차,아파트,경기도 용인수지구 성복동 758 성복자이1차,경기도 용인시 수지구 성복1로164번길 20,12,719,1275,203,1072,37.3176034747725,127.064868055335
243,용인시,수지구,죽전동,A44854215,성현마을우미2차,아파트,경기도 용인수지구 죽전동 1329 성현마을우미2차,경기도 용인시 수지구 죽전로 143,8,538,538,258,280,37.3248994660764,127.12396897438
244,용인시,수지구,죽전동,A44816016,죽전현대1차,아파트,경기도 용인수지구 죽전동 89-1 죽전현대1차,경기도 용인시 수지구 죽전로 244,8,702,705,218,487,37.3324293267349,127.130723409382
245,용인시,수지구,죽전동,A44853819,죽전건영캐스빌,아파트,경기도 용인수지구 죽전동 1182 죽전건영캐스빌,경기도 용인시 수지구 죽전로 267,19,1254,2035,259,1776,37.334953392727,127.126066294742
246,용인시,수지구,죽전동,A44816007,더리버하임,아파트,경기도 용인수지구 죽전동 454 더리버하임,경기도 용인시 수지구 대지로 19,3,336,345,176,169,37.327872639172,127.111813264774
247,용인시,수지구,죽전동,A44875107,수지한신,아파트,경기도 용인수지구 죽전동 453-1 수지한신,경기도 용인시 수지구 대지로 27,3,311,329,218,111,37.3281317963022,127.113118995999
248,용인시,기흥구,중동,A44672417,참솔마을월드메르디앙,아파트,경기도 용인기흥구 중동 819 참솔마을월드메르디앙,경기도 용인시 기흥구 동백죽전대로 283,11,966,1172,90,1082,37.2633044322536,127.153954452763
249,용인시,수지구,죽전동,A44816005,내대지마을주공5단지,아파트,경기도 용인수지구 죽전동 1367 내대지마을주공5단지,경기도 용인시 수지구 디지털벨리로 21,3,225,227,105,122,37.329872375806,127.132348302732
250,용인시,기흥구,서천동,A44670101,서그내마을서천아이파크,아파트,경기도 용인기흥구 서천동 708 서그내마을서천아이파크,경기도 용인시 기흥구 서그내로16번길 14,6,243,441,0,441,37.2456694256064,127.072374832462
